"","SurveyType","UniqueID_long","UniqueID_short","TimeTaken","StartDate","StartTime","CompletionDate","CompletionTime","Q1_aware_stork","Q2_photo_recog","Q2_photo_recog_score","Q3_is_native","Q3_is_native_explain","Q4.1_migrate","Q4.1_migrate_score","Q4.2_wingspan","Q4.2_wingspan_score","Q4.3_globallyrare","Q4.3_globallyrare_score","Q4_overallscore","Q5a_amphibians_diet","Q5b_birdeggs.chicks_diet","Q5c_carrion_diet","Q5d_fish_diet","Q5e_foodwaste_diet","Q5f_fruit_diet","Q5g_inverts_diet","Q5h_reptiles_diet","Q5i_seeds_diet","Q5j_smallmammals_diet","Q5k_vegetation_diet","Q5l_Don.tKnow_diet","Q5_rawscore_diet","Q5_diet_overallscore","Q6a_farmland_habitat","Q6b_grassland_habitat","Q6c_wetlands_habitat","Q6d_woodland_habitat","Q6e_urban_habitat","Q6f_Don.tKnow_habitat","Q6_habitat_rawscore","Q6_habitat_overallscore","Q7a_chimneys_nesting","Q7b_ground_nesting","Q7c_roofs_nesting","Q7d_telegraphpoles_nesting","Q7e_trees_nesting","Q7f_Don.tKnow_nesting","Q7_nesting_rawscore","Q7_nesting_overallscore","KnowledgeScore","Q8_wild_seen","Q8_captivity_seen","Q8_pictures_video","Q8_No","Q8_NotSure","Q8.1_UK","Q8.1_OutsideUK","Q8.2_feelings","Q9_heard","Q9a_what_heard","Q10_project_knowledge","Q10a_WSPwebsite","Q10a_Socialmedia","Q10a_TV.Radio","Q10a_Newspaper","Q10a_Email","Q10a_Magazine","Q10a_Leaflet","Q10a_spokesperson","Q10a_VisitingKnepp","Q10a_Wordofmouth","Q10a_Other","Q10a_Other_open","Q10b_WSPwebsite","Q10b_Socialmedia","Q10b_TV.Radio","Q10b_Newspaper","Q10b_Email","Q10b_Magazine","Q10b_Leaflet","Q10b_spokesperson","Q10b_NotInterested","Q10b_Other","Q10b_Other_open","Q11_word1","Q11_word2","Q11_word3","Q12.1..White.storks.symbolise.the.beauty.of.nature.","Q12.1_agreement_score","Q12.2..White.storks.play.an.important.role.in.their.environment.","Q12.2_agreement_score","Q12.3..Reintroduced.white.storks.may.have.a.negative.impact.on.my.life.","Q12.3_agreement_score","Q12.4..I.do.not.want.white.storks.living.near.me.","Q12.4_agreement_score","Q12.5..White.storks.in.England.could.benefit.the.tourism.industry.where.they.re.found.","Q12.5_agreement_score","Q13.1..I.would.find.it.exciting.to.see.white.storks.in.the.wild.in.England.","Q13.1_agreement_score","Q13.2..White.storks.symbolise.hope..rebirth.and.new.life.","Q13.2_agreement_score","Q13.3..Money.spent.reintroducing.white.storks.would.be.better.spent.elsewhere.","Q13.3_agreement_score","Q13.4..White.storks.might.be.detrimental.to.local.wildlife.","Q13.4_agreement_score","Q13.5..There.is.no.need.to.reintroduce.the.white.stork.to.England.as.it.is.a.common.species.throughout.mainland.Europe.","Q13.5_agreement_score","Q14.1..I.think.white.storks.are.useless.birds.","Q14.1_agreement_score","Q14.2..White.storks.are.part.of.our.cultural.and.natural.heritage.","Q14.2_agreement_score","Q14.3..The.reintroduced.white.stork.can.help.people..re.connect.with.the.natural.world.","Q14.3_agreement_score","Q14.4..The.countryside.will.be.worse.off.with.white.storks.around.","Q14.4_agreement_score","OverallAttitudeScore","Q14.5..Overall..I.support.efforts.that.aim.to.reintroduce.the.UK.s.lost.species.and.restore.its.natural.systems.","Q14.5_agreement_score","Q15_WSP_support","Q15_WSP_support_open","Q16_views_management","Q16_views_management_open","Q17.1_Nest_monitoring","Q17.2_Nesting_platforms","Q17.3_Discouragenestbuilding","Q17.4_Nest_removal","Q17.5_Tracking","Q17.6_Public_engagement","Q17.7_Supplementary_food","Q17.8_compensation_storkdamage","Q17.9_Stork_relocation","Q17.10_Culling","Q17_11.management.not.needed","Q17.12_Don.tknow","Q17.13_other","Q17.13a_other_open","Q18_exp_nature","Q18a_dogwalking","Q18a_walking","Q18a_running.cycling","Q18a.golf","Q18a.picnic","Q18a.horse.riding","Q18a.bird.wildlife.watching","Q18a.photography","Q18a.camping","Q18a.fishing","Q18a.shooting.hunting","Q18a.water.sports.swimming","Q18a.gardening","Q18a.don.t.spend.free.time.in.green.natural.spaces","Q18a_other","Q18a_other_open","Q19.1..I.find.being.in.nature.really.amazing","Q19.1.score","Q19.2..Spending.time.in.nature.is.very.important.to.me","Q19.2.score","Q19.3..Being.in.nature.makes.me.very.happy","Q19.3.score","Q19.4..I.always.find.beauty.in.nature","Q19.4.score","Q19.5..I.always.treat.nature.with.respect","Q19.5.score","Q19.6..I.feel.part.of.nature","Q19.6.score","NCI","Q20.1..Damage.to.the.natural.environment","Q20.2..The.consequences.of.a.loss.of.variety.of.wildlife","EnvConcern.score","Q21.1..When.I.see.litter..I.pick.it.up","Q21.1.score","Q21.2..I.vote.for.nature.or.wildlife.conservation.friendly.legislation.in.local.or.national.referendums.votes.etc.","Q21.2.score","Q21.3..I.get.in.touch.with.local.authorities.on.nature.conservation.issues","Q21.3.score","Q21.4..I.vote.for.parties..candidates.with.strong.pro.nature.conservation.policies.in.elections","Q21.4.score","ProCoBS","Q22....Are.you.a.member.of.any.environmental..wildlife.or.conservation.organisations.","Q22.a..Which.ones...Optional..","Q23.1..I.pay.attention.to.birds.wherever.I.go.","Q23.1..Score","Q23.2..I.can.identify.common.birds.in.my.area.","Q23.2.Score","Q23.3..Seeing.a.new.bird.fills.me.with.excitement.","Q23.3.Score","Q23.4..I.am.not.interested.in.birds.","Q24.4.score","BirdInterestScore","Age_group","Gender","Gender_other","Region","County","Area_type","Postcode","ReleaseSite","Q27_Knepp_visit","Q27.a_Knepp_activity","Q27.a_Knepp_activity_other","Education","Education_other","Occupation","Occupation_other","Q30_Press","Q30_TV.Radio","Q30_Facebook","Q30_Twitter","Q30_Social_media","Q30_Durrell.WSP","Q30_Other_wildlife.nature.org.","Q30_Farming_org.","Q30_Business_org.","Q30_Tourism_org.","Q30_Local_council","Q30_Friend.family","Q30_Researcher","Q30_other","Q30.a_Other_open","Q31_comments","Age_group_match","SecsTaken"
"3255","NatRep","692676-692667-71754062",862,"00:03:43","03/02/2021","14:38:41","03/02/2021","14:42:24","No","D",0,"No","","TRUE",1,"TRUE",1,"FALSE",1,3,1,0,0,1,0,0,1,1,0,1,0,0,8,0.7,0,0,1,0,0,0,3,0.6,0,0,0,0,1,0,2,0.4,4.7,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,0,0,0,0,0,0,0,0,"","White","Exotic","Bird","Agree",4,"Agree",4,"Neutral",3,"Disagree",4,"Agree",4,"Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Neutral",3,"Disagree",4,"Agree",4,"Neutral",3,"Neutral",3,3.57,"Neutral",3,"Yes","","No","",0,0,0,0,1,0,0,0,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Disagree",3,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,17,"Not very concerned","Not very concerned",4,"Occasionally",3,"Sometimes",4,"Sometimes",4,"Occasionally",3,14,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Agree",4,"Neither agree or disagree",3,13,"45-54","Female","","Greater London",NA,"Sub-urban","RM9","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Arts, Sport & Media","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","45-54",50
"3297","NatRep","692676-692667-71759915",904,"00:05:18","03/02/2021","15:41:32","03/02/2021","15:46:50","No","B",1,"No","","Don't know",0,"TRUE",1,"Don't know",0,1,1,0,0,1,0,0,1,0,0,0,1,0,5,0.5,0,1,1,0,0,0,4,0.8,0,1,0,0,0,0,0,0,3.3,1,0,0,0,1,1,1,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,1,0,1,0,0,0,"","","","","Agree",4,"Strongly agree",5,"Strongly disagree",5,"Disagree",4,"Strongly agree",5,"Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Agree",4,"Agree",4,"Agree",2,3.79,"Agree",4,"Yes","Why not ","No","",0,0,0,0,0,0,1,0,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Neither agree or disagree",4,31,"Concerned","Concerned",8,"Sometimes",4,"Occasionally",3,"Never",1,"Never",1,9,"No","","Neither agree or disagree",3,"Agree",4,"Disagree",2,"Neither agree or disagree",3,12,"35-44","Female","","South East",NA,"Sub-urban","BN17","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Other","Retail ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",112
"3301","NatRep","692676-692667-71761155",908,"00:03:45","03/02/2021","15:55:15","03/02/2021","15:59:00","Yes","D",0,"Yes","think it is","TRUE",1,"TRUE",1,"TRUE",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0.6,0,1,0,0,0,0,0,0,2.6,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Agree",4,"Strongly agree",5,"Strongly disagree",5,"Strongly disagree",5,"Agree",4,"Strongly disagree",1,"Agree",4,"Disagree",4,"Disagree",4,"Disagree",4,"Neutral",3,"Don't know",NA,"Don't know",NA,"Don't know",NA,NA,"Don't know",NA,"Not sure","dont know","Not interested","no interest",0,0,0,0,0,0,0,0,0,0,0,1,0,"","None",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Strongly disagree",2,"Agree",5,"Agree",5,"Strongly agree",6,"Neither agree or disagree",4,28,"Extremely concerned","Extremely concerned",10,"Never",1,"Never",1,"Never",1,"Never",1,4,"No","","Strongly disagree",1,"Disagree",2,"Strongly disagree",1,"Strongly agree",1,5,"35-44","Female","","North East",NA,"Sub-urban","DL1","No","No","","","Undergraduate degree","","Unemployed","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",51
"3308","NatRep","692676-692667-71761817",915,"00:02:35","03/02/2021","16:02:48","03/02/2021","16:05:23","Yes","D",0,"Yes","ggggggg","TRUE",1,"TRUE",1,"FALSE",1,3,0,0,0,1,0,0,1,0,1,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,1,0,0,0,0,0,0,4,1,1,0,0,0,1,0,"cccccccccccc","No","","I know something about it",0,0,0,1,1,1,0,1,0,0,0,"",0,0,0,0,1,1,0,0,0,0,"","","","","Neutral",3,"Agree",4,"Agree",2,"Agree",2,"Agree",4,"Agree",4,"Agree",4,"Strongly agree",1,"Strongly agree",1,"Strongly agree",1,"Agree",2,"Agree",4,"Strongly agree",5,"Strongly agree",1,2.71,"Strongly agree",5,"No","ddddddd","Not sure","ddddddddd",0,0,1,1,1,0,0,0,0,0,0,0,0,"","3-4 days",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,50,"Neither concerned or unconcerned","Concerned",7,"Sometimes",4,"Frequently",5,"Very Frequently",6,"Frequently",5,20,"No","","Agree",4,"Strongly agree",5,"Strongly agree",5,"Strongly agree",1,15,"35-44","Male","","East Midlands",NA,"Sub-urban","NN13","No","No","","","Undergraduate degree","","Computer & Mathematical","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","dddddddd","35-44",13
"3309","NatRep","692676-692667-71762095",916,"00:04:24","03/02/2021","16:06:09","03/02/2021","16:10:33","Yes","D",0,"Yes","Whatever","TRUE",1,"FALSE",0,"Don't know",0,1,0,1,0,1,0,0,0,1,1,0,0,0,5,0.5,1,1,0,1,0,0,3,0.6,1,0,1,1,1,0,5,1,3.1,1,0,0,0,0,1,0,"Amazeballs","Yes","Hita","I have heard something but don’t know much",1,1,0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,"","What","The ","Hell","Strongly disagree",1,"Disagree",2,"Neutral",3,"Agree",2,"Strongly agree",5,"Strongly disagree",1,"Disagree",2,"Neutral",3,"Agree",2,"Strongly agree",1,"Strongly disagree",5,"Disagree",2,"Neutral",3,"Agree",2,2.43,"Strongly agree",5,"Yes","","No","",1,0,0,0,0,0,0,0,0,0,0,0,0,"","1-2 days",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Completely disagree",1,"Strongly disagree",2,"Disagree",3,"Neither agree or disagree",4,"Agree",5,"Strongly agree",6,23,"Not at all concerned","Not very concerned",3,"Never",1,"Rarely",2,"Occasionally",3,"Sometimes",4,10,"Yes","","Strongly disagree",1,"Disagree",2,"Neither agree or disagree",3,"Agree",2,8,"25-34","Female","","North East",NA,"Sub-urban","Hu5","No","Yes","Guided safari","","Secondary school (GCSEs, A Levels or equivalent)","","Arts, Sport & Media","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Lol","25-34",72
"3314","NatRep","692676-692667-71762785",921,"00:04:52","03/02/2021","16:14:38","03/02/2021","16:19:30","No","B",1,"No","Never seen one","FALSE",0,"TRUE",1,"FALSE",1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,1,0,0,0,0,0,0,4,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","Majestic","","","Disagree",2,"Neutral",3,"Disagree",4,"Disagree",4,"Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Agree",2,"Agree",2,"Agree",2,"Neutral",3,"Agree",4,"Agree",2,3,"Disagree",2,"Yes","Like to see them","No","Dont know about wildlife enough",0,0,0,0,0,0,0,0,0,0,1,0,0,"","None",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"","Agree",5,"Neither agree or disagree",4,"Agree",5,"Neither agree or disagree",4,"Agree",5,"Agree",5,29,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Never",1,"Rarely",2,"Never",1,"Rarely",2,6,"No","","Strongly disagree",1,"Strongly disagree",1,"Disagree",2,"Agree",2,6,"25-34","Male","","South East",NA,"Urban","Bn3","No","No","","","Undergraduate degree","","Office and Administrative Support","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",91
"3315","NatRep","692676-692667-71762780",922,"00:05:04","03/02/2021","16:14:34","03/02/2021","16:19:38","Yes","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0.5,1,0,0,0,0,0,3,0.6,1,0,0,1,0,0,3,0.6,1.7,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,1,0,0,0,0,0,0,0,0,"","","","","Neutral",3,"Agree",4,"Strongly disagree",5,"Strongly disagree",5,"Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Disagree",4,"Disagree",4,"Disagree",4,"Neutral",3,"Neutral",3,"Disagree",4,3.79,"Neutral",3,"Yes","","Not sure","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Agree",5,"Neither agree or disagree",4,20,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Sometimes",4,"Never",1,"Never",1,"Never",1,7,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"35-44","Female","","South West",NA,"Sub-urban","Bs7","No","No","","","Further Education","","Healthcare","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",99
"3317","NatRep","692676-692667-71762810",924,"00:04:52","03/02/2021","16:14:53","03/02/2021","16:19:45","No","D",0,"Not sure","not sure about birds. ","TRUE",1,"TRUE",1,"TRUE",0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,0,0,0,0,1,0,0,3,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,1,1,1,0,1,0,0,"","Beautiful","Rare","country","Agree",4,"Agree",4,"Agree",2,"Strongly agree",1,"Strongly agree",5,"Agree",4,"Strongly agree",5,"Agree",2,"Agree",2,"Strongly agree",1,"Agree",2,"Agree",4,"Agree",4,"Strongly agree",1,2.93,"Agree",4,"Yes","they are rare","Yes","i have my opinion",1,1,0,0,1,1,1,1,1,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Neither agree or disagree",4,"Agree",5,"Agree",5,"Strongly agree",6,"Neither agree or disagree",4,30,"Concerned","Concerned",8,"Frequently",5,"Sometimes",4,"Sometimes",4,"Sometimes",4,17,"No","","Neither agree or disagree",3,"Agree",4,"Neither agree or disagree",3,"Agree",2,12,"35-44","Female","","South East",NA,"Sub-urban","cr0","No","No","","","Undergraduate degree","","Business & Finance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","very interesting and worthy cause","35-44",91
"3326","NatRep","692676-692667-71763228",933,"00:05:05","03/02/2021","16:19:29","03/02/2021","16:24:34","No","D",0,"Not sure","","Don't know",0,"Don't know",0,"TRUE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,5,1,1,0,0,0,0,0,2,0.4,1.4,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","Bird","Tall","White","Agree",4,"Agree",4,"Disagree",4,"Strongly disagree",5,"Neutral",3,"Agree",4,"Agree",4,"Disagree",4,"Neutral",3,"Neutral",3,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,NA,"Strongly agree",5,"Yes","","No","",0,0,0,0,0,0,0,0,0,0,1,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,34,"Concerned","Concerned",8,"Sometimes",4,"Occasionally",3,"Never",1,"Never",1,9,"No","","Agree",4,"Agree",4,"Agree",4,"Agree",2,14,"25-34","Female","","North West",NA,"Urban","M1","No","No","","","Postgraduate degree (Masters; Doctorate)","","Law/Legal","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",100
"3363","NatRep","692676-692667-71767456",970,"00:03:47","03/02/2021","17:01:42","03/02/2021","17:05:29","No","D",0,"Not sure","not sure","Don't know",0,"Don't know",0,"Don't know",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Not sure","no","Not interested","no",0,0,0,0,0,0,0,0,0,0,0,1,0,"","None",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Occasionally",3,"Occasionally",3,"Occasionally",3,"Occasionally",3,12,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"65+","Male","","Greater London",NA,"Sub-urban","e17","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Retired","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","no","65+",52
"3378","NatRep","692676-692667-71769312",985,"00:05:05","03/02/2021","17:21:57","03/02/2021","17:27:02","No","D",0,"Not sure","Haven't a lie","Don't know",0,"Don't know",0,"Don't know",0,0,1,1,0,1,0,0,0,0,0,0,0,0,6,0.5,0,0,1,0,0,0,3,0.6,0,0,0,0,1,0,2,0.4,1.5,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,NA,"Don't know",NA,"Yes","I'm all for re introducing ant animal","No","Don't know enough about it",0,0,0,0,0,0,0,0,0,0,0,1,0,"","Every day, 7 days",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,100,"Extremely concerned","Extremely concerned",10,"Frequently",5,"Always",7,"Always",7,"Always",7,26,"No","","Strongly agree",5,"Strongly agree",5,"Strongly agree",5,"Strongly disagree",5,20,"35-44","Female","","Wales",NA,"Rural","NP26","No","No","","","Undergraduate degree","","Healthcare","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","None","35-44",100
"3396","NatRep","692676-692667-71773241",1003,"00:05:12","03/02/2021","18:14:12","03/02/2021","18:19:24","No","D",0,"Not sure","","TRUE",1,"Don't know",0,"Don't know",0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0.2,1,1,0,0,0,0,4,0.8,0,0,0,0,1,0,2,0.4,2.4,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,1,1,0,0,0,0,0,0,"","Rare","Interesting","","Agree",4,"Strongly agree",5,"Strongly disagree",5,"Strongly disagree",5,"Strongly agree",5,"Strongly agree",5,"Agree",4,"Agree",2,"Neutral",3,"Disagree",4,"Strongly disagree",5,"Don't know",NA,"Agree",4,"Strongly disagree",5,NA,"Agree",4,"Yes","","Not sure","",1,1,0,0,1,0,1,0,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Completely agree",7,"Strongly agree",6,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Agree",5,76,"Extremely concerned","Extremely concerned",10,"Very Frequently",6,"Always",7,"Rarely",2,"Sometimes",4,19,"No","","Agree",4,"Strongly agree",5,"Agree",4,"Disagree",4,17,"45-54","Female","","West Midlands",NA,"Sub-urban","WV3","No","No","","","Undergraduate degree","","Healthcare","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","45-54",107
"3411","NatRep","692676-692667-71775589",1018,"00:02:33","03/02/2021","18:43:21","03/02/2021","18:45:54","Yes","D",0,"Yes","","TRUE",1,"TRUE",1,"FALSE",1,3,0,0,0,0,1,0,1,0,0,0,0,0,5,0.5,0,0,1,0,0,0,3,0.6,0,1,0,0,0,0,0,0,4.1,1,1,0,0,0,1,0,"","Yes","","I have heard something but don’t know much",0,0,1,0,0,0,0,0,0,0,0,"",0,0,1,0,0,0,0,0,0,0,"","Pretty","Birth","Luck","Neutral",3,"Neutral",3,"Agree",2,"Agree",2,"Agree",4,"Agree",4,"Agree",4,"Agree",2,"Agree",2,"Agree",2,"Agree",2,"Agree",4,"Neutral",3,"Neutral",3,2.86,"Agree",4,"No","","No","",0,0,0,1,0,0,0,0,0,0,1,0,0,"","3-4 days",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"","Neither agree or disagree",4,"Disagree",3,"Disagree",3,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,16,"Not very concerned","Neither concerned or unconcerned",5,"Sometimes",4,"Sometimes",4,"Sometimes",4,"Sometimes",4,16,"No","","Disagree",2,"Disagree",2,"Disagree",2,"Agree",2,8,"55-64","Female","","South East",NA,"Sub-urban","Tw20 9nz","No","No","","","Further Education","","Student","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","55-64",12
"3431","NatRep","692676-692667-71779180",1038,"00:01:58","03/02/2021","19:37:47","03/02/2021","19:39:45","Yes","B",1,"No","not sure","TRUE",1,"TRUE",1,"FALSE",1,3,0,1,0,1,0,1,0,1,1,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,1,0,0,0,0,0,0,5,0,1,0,0,0,NA,NA,"","No","","I know something about it",0,0,0,0,0,1,0,0,0,0,0,"",0,0,0,1,0,0,0,0,0,0,"","","","","Neutral",3,"Agree",4,"Agree",2,"Neutral",3,"Neutral",3,"Neutral",3,"Agree",4,"Agree",2,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Agree",4,"Agree",2,3,"Neutral",3,"No","none","No","",0,0,0,0,0,1,0,0,0,0,0,0,0,"","None",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Disagree",3,"Disagree",3,"Neither agree or disagree",4,"Agree",5,"Agree",5,"Neither agree or disagree",4,20,"Not very concerned","Neither concerned or unconcerned",5,"Sometimes",4,"Occasionally",3,"Occasionally",3,"Occasionally",3,13,"No","","Disagree",2,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,11,"45-54","Male","","South East",NA,"Sub-urban","GU25","No","No","","","Postgraduate degree (Masters; Doctorate)","","Healthcare","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","45-54",4
"3445","NatRep","692676-692667-71780545",1052,"00:03:03","03/02/2021","19:59:44","03/02/2021","20:02:47","No","Don't know",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","Bird","","","Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,NA,"Don't know",NA,"Yes","","Yes","",0,1,0,0,0,0,1,0,0,0,0,0,0,"","3-4 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Sometimes",4,"Sometimes",4,"Sometimes",4,"Sometimes",4,16,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"18-24","Male","","East Midlands",NA,"Sub-urban","NN10","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Unemployed","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",26
